coroner_concerns,coroner_name,reff_id,report_sent_to
,Coroner name: Stephen Nicholls,Ref: 2022-0267,
,Coroner name: Nadia Persaud,Ref: 2022-0262,
,Coroner name: Chris Morris,Ref: 2022-0266,
,Coroner name: Caroline Saunders,Ref: 2022-0270,
,Coroner name: Catherine McKenna,Ref: 2022-0275,
,Coroner name: Joan Broadbridge,Ref: 2022-0207,
,Coroner name: Andrew Bridgman,Ref: 2022-0214,
,Coroner name: Kevin McLoughlin,Ref: 2022-0204,
,Coroner name: Anna Loxton,Ref: 2022-0235,
,Coroner name: Sean Cummings,Ref: 2022-0220,
,Coroner name: Kevin McLoughlin,Ref: 2022-0209,
,Coroner name: Paul Bennett,Ref: 2022-0211,
,Coroner name: Adrian Farrow,Ref: 2022-0215,
,Coroner name: Alison Longhorn,Ref: 2022-0231,
,Coroner name: Nigel Meadows,Ref: 2022-0202,
,Coroner name: David Regan,Ref: 2022-0174,
,Coroner name: Graeme Hughes,Ref: 2022-0163, | 
,Coroner name: Tim Holloway,Ref: 2022-0187,
,Coroner name: Lydia Brown,Ref: 2022-0166, | 
,Coroner name: Richard Middleton,Ref: 2022-0165, | 
,Coroner name: Kristen Heaven,Ref: 2022-0184,
,Coroner name: Nadia Persuad,Ref: 2022-0159,
,Coroner name: Russell Caller,Ref: 2022-0197,
,Coroner name: Crispin Oliver,Ref: 2022-0192,
,Coroner name: Christopher Wilkinson,Ref: 2022-0196,
,Coroner name: Robert Simpson,Ref: 2022-0052,
,Coroner name: John Broadbridge,Ref: 2022-0117,
,Coroner name: Jo Wharton,Ref: 2022-0157,
,Coroner name: Martin Fleming,Ref: 2022-0101,
,Coroner name: Catherine Wood,Ref: 2022-0105,
,Coroner name: Rachel Syed,Ref: 2022-0111,
,Coroner name: Sean Horstead,Ref: 2022-0059,
,Coroner name: Edwin Buckett,Ref: 2022-0086,
,Coroner name: James Adeley,Ref: 2022-0073,
,Coroner name: Sean McGovern,Ref: 2022-0095,
,Coroner name: Richard Travers,Ref: 2022-0031,
,Coroner name: Lydia Brown,Ref: 2022-0030,
,Coroner name: Guy Davies,Ref: 2022-0032,
,Coroner Area: London Inner South,Ref: 2022-0036,
,Coroner name: Chris Morris,Ref: 2022-0038,
,Coroner name: Anna Morris,Ref: 2022-0044,
,Coroner name: Jacqueline Lake,Ref: 2022-0049,
,Coroner name: Michelle Brown,Ref: 2022-0009,
,Coroner name: Zak Golombeck,Ref: 2022-0023,
,Coroner name: Robert Cohen,Ref: 2022-0011,
,Coroner name: Karen Henderson,Ref: 2021-0408,
,Coroner name: Dr Elizabeth Didcock,Ref: 2021-0416,
,Coroner name: Sean McGovern,Ref: 2021-0409,
,Coroner name: Brendan Allen,Ref: 2021-0407,
,Coroner name: Jason Wells,Ref: 2021-0411,
,Coroner name: Andrew Harris,Ref: 2021-0427,
,Coroner name: John Hobson,Ref: 2021-0429,
,Coroner name: Caroline Saunders,Ref: 2022-0001,
,Coroner name: Alan Wilson,Ref: 2021-0406,
,Coroner name: Philip Holden,Ref: 2022-0005,
,Coroner name: Dr Sarah-Jane Richards,Ref: 2021-0381,
,Coroner name: John Gittins,Ref: 2021-0359,
,Coroner name: Kevin McLoughlin,Ref: 2021-0355,
,Coroner name: Katie Sutherland,Ref: 2021-0378,
,Coroner name: Nadia Persaud,Ref: 2021-0357,
,Coroner name: Kevin McLoughlin,Ref: 2021-0365,Suicide (from 2015)
,Coroner name: Chris Morris,Ref: 2021-0396,
,Coroner name: Heidi Connor,Ref: 2021-0398,
,Coroner name: Heidi Connor,Ref: 2021-0399,
,Coroner name: Janine Wolstenholme,Ref: 2021-0405,
,Coroner name: Ian Pears,Ref: 2021-0317,
,Coroner name: Caroline Saunders,Ref: 2021-0306,
,Coroner name: James Thompson,Ref: 2021-0318,
,Coroner name: Nigel Meadows,Ref: 2021-0324,
,Coroner name: Andrew Cox,Ref: 2021-0343,
,Coroner name: Dr Julian Morris,Ref: 2021-0332,
,Coroner name: Nigel Meadows,Ref: 2021-0349,
,Coroner name: Kevin McLoughlin,Ref: 2021-0344,
,Coroner name: Jacqueline Lake,Ref: 2021-0353,
,Coroner name: Andrew Haigh,Ref: 2021-0261,
